Test-focused sweep: runs=1000 / candidates=3360 (epochs=3, split_strategy=random, seed=42, split=70/15/15, train_max_samples=50000)
[187/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.0005 do=0.0  wd=0.0001 test_rmse=0.9854  test_acc=69.75%  (6.67s)
[188/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.002  do=0.0  wd=0.0    test_rmse=0.5052  test_acc=76.28%  (6.85s)
[189/1000] base2  hidden=256,128                  bs=2048 lr=0.004  do=0.1  wd=0.0001 test_rmse=0.7806  test_acc=68.17%  (3.56s)
[190/1000] deep4  hidden=512,256,128,64           bs=1024 lr=0.0005 do=0.1  wd=0.0001 test_rmse=1.0449  test_acc=70.00%  (5.18s)
[191/1000] small2 hidden=128,64                   bs=4096 lr=0.003  do=0.05 wd=0.0    test_rmse=1.6429  test_acc=30.06%  (3.62s)
[192/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.004  do=0.2  wd=0.0001 test_rmse=1.0124  test_acc=52.90%  (5.22s)
[193/1000] base2  hidden=256,128                  bs=1024 lr=0.001  do=0.0  wd=0.0    test_rmse=0.9833  test_acc=67.38%  (3.35s)
[194/1000] small2 hidden=128,64                   bs=2048 lr=0.001  do=0.0  wd=0.0    test_rmse=1.7379  test_acc=22.74%  (3.1s)
[195/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.004  do=0.0  wd=0.001  test_rmse=0.5691  test_acc=69.97%  (6.19s)
[196/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.0005 do=0.2  wd=0.001  test_rmse=2.8357  test_acc=13.45%  (6.97s)
[197/1000] wide2  hidden=512,256                  bs=2048 lr=0.002  do=0.05 wd=0.0001 test_rmse=0.8431  test_acc=71.48%  (4.46s)
[198/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.001  do=0.0  wd=0.0001 test_rmse=0.6998  test_acc=74.11%  (6.93s)
[199/1000] big3   hidden=1024,512,256             bs=8192 lr=0.003  do=0.05 wd=0.001  test_rmse=2.0297  test_acc=36.97%  (6.69s)
[200/1000] big3   hidden=1024,512,256             bs=8192 lr=0.003  do=0.1  wd=0.001  test_rmse=2.0577  test_acc=35.14%  (6.66s)
[201/1000] big3   hidden=1024,512,256             bs=4096 lr=0.002  do=0.2  wd=0.0    test_rmse=1.5383  test_acc=45.91%  (6.83s)
[202/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.003  do=0.1  wd=0.001  test_rmse=5.2740  test_acc=0.00%  (7.0s)
[203/1000] base2  hidden=256,128                  bs=4096 lr=0.004  do=0.2  wd=0.001  test_rmse=1.0014  test_acc=54.17%  (4.3s)
[204/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.001  do=0.2  wd=0.0001 test_rmse=3.1370  test_acc=0.00%  (6.99s)
[205/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.003  do=0.2  wd=0.0    test_rmse=0.5541  test_acc=72.24%  (7.64s)
[206/1000] small2 hidden=128,64                   bs=2048 lr=0.003  do=0.2  wd=0.001  test_rmse=0.9882  test_acc=60.86%  (3.23s)
[207/1000] base2  hidden=256,128                  bs=8192 lr=0.001  do=0.2  wd=0.0    test_rmse=4.9561  test_acc=0.00%  (4.09s)
[208/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.002  do=0.1  wd=0.0001 test_rmse=3.0206  test_acc=0.00%  (5.15s)
[209/1000] small2 hidden=128,64                   bs=1024 lr=0.003  do=0.05 wd=0.0001 test_rmse=0.6349  test_acc=72.86%  (3.37s)
[210/1000] big3   hidden=1024,512,256             bs=4096 lr=0.004  do=0.0  wd=0.0    test_rmse=1.0534  test_acc=44.32%  (5.89s)
[211/1000] big3   hidden=1024,512,256             bs=8192 lr=0.002  do=0.2  wd=0.0    test_rmse=2.4570  test_acc=0.00%  (6.68s)
[212/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.0005 do=0.2  wd=0.0001 test_rmse=3.1547  test_acc=6.93%  (5.13s)
[213/1000] big3   hidden=1024,512,256             bs=4096 lr=0.0005 do=0.05 wd=0.0001 test_rmse=1.7854  test_acc=16.91%  (6.95s)
[214/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.0005 do=0.0  wd=0.001  test_rmse=3.1166  test_acc=7.48%  (4.65s)
[215/1000] base2  hidden=256,128                  bs=1024 lr=0.002  do=0.0  wd=0.0    test_rmse=0.6768  test_acc=73.35%  (3.43s)
[216/1000] wide2  hidden=512,256                  bs=8192 lr=0.004  do=0.05 wd=0.001  test_rmse=1.4577  test_acc=39.42%  (4.64s)
[217/1000] wide2  hidden=512,256                  bs=2048 lr=0.0005 do=0.05 wd=0.001  test_rmse=1.3028  test_acc=60.97%  (4.38s)
[218/1000] deep3  hidden=512,256,128              bs=4096 lr=0.004  do=0.2  wd=0.0    test_rmse=1.3657  test_acc=0.00%  (5.08s)
[219/1000] base2  hidden=256,128                  bs=8192 lr=0.002  do=0.1  wd=0.001  test_rmse=2.6620  test_acc=9.27%  (4.05s)
[220/1000] base2  hidden=256,128                  bs=1024 lr=0.004  do=0.2  wd=0.001  test_rmse=0.5610  test_acc=74.01%  (3.77s)
[221/1000] deep3  hidden=512,256,128              bs=1024 lr=0.0005 do=0.2  wd=0.0    test_rmse=1.0798  test_acc=70.78%  (5.22s)
[222/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.0005 do=0.1  wd=0.0    test_rmse=3.2083  test_acc=5.80%  (7.16s)
[223/1000] small2 hidden=128,64                   bs=8192 lr=0.004  do=0.05 wd=0.0    test_rmse=2.9406  test_acc=0.00%  (3.73s)
[224/1000] deep3  hidden=512,256,128              bs=1024 lr=0.002  do=0.1  wd=0.0001 test_rmse=0.6307  test_acc=75.26%  (4.73s)
[225/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.004  do=0.1  wd=0.0001 test_rmse=0.8969  test_acc=35.61%  (7.8s)
[226/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.003  do=0.2  wd=0.0    test_rmse=0.8255  test_acc=67.74%  (7.52s)
[227/1000] big3   hidden=1024,512,256             bs=1024 lr=0.0005 do=0.0  wd=0.0001 test_rmse=0.9996  test_acc=72.15%  (6.56s)
[228/1000] wide2  hidden=512,256                  bs=4096 lr=0.001  do=0.1  wd=0.001  test_rmse=1.9285  test_acc=0.00%  (4.74s)
[229/1000] base2  hidden=256,128                  bs=8192 lr=0.003  do=0.2  wd=0.0    test_rmse=2.2134  test_acc=15.46%  (4.06s)
[230/1000] big3   hidden=1024,512,256             bs=2048 lr=0.004  do=0.05 wd=0.0    test_rmse=0.5425  test_acc=74.74%  (7.08s)
[231/1000] deep3  hidden=512,256,128              bs=4096 lr=0.003  do=0.0  wd=0.0    test_rmse=1.1281  test_acc=46.05%  (4.61s)
[232/1000] wide2  hidden=512,256                  bs=2048 lr=0.003  do=0.0  wd=0.001  test_rmse=0.7084  test_acc=72.83%  (4.09s)
[233/1000] small2 hidden=128,64                   bs=2048 lr=0.003  do=0.2  wd=0.001  test_rmse=0.9283  test_acc=65.86%  (3.21s)
[234/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.004  do=0.0  wd=0.0001 test_rmse=0.4251  test_acc=77.45%  (6.95s)
[235/1000] deep3  hidden=512,256,128              bs=8192 lr=0.0005 do=0.0  wd=0.0001 test_rmse=4.3355  test_acc=2.16%  (4.43s)
[236/1000] big3   hidden=1024,512,256             bs=8192 lr=0.0005 do=0.05 wd=0.001  test_rmse=2.6651  test_acc=17.29%  (6.73s)
[237/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.002  do=0.05 wd=0.0001 test_rmse=0.8470  test_acc=70.33%  (7.31s)
[238/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.0005 do=0.2  wd=0.0001 test_rmse=1.7386  test_acc=40.56%  (7.27s)
[239/1000] deep3  hidden=512,256,128              bs=4096 lr=0.004  do=0.1  wd=0.001  test_rmse=1.0867  test_acc=55.13%  (5.03s)
[240/1000] small2 hidden=128,64                   bs=8192 lr=0.0005 do=0.05 wd=0.0    test_rmse=11.0451  test_acc=0.00%  (3.71s)
[241/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.003  do=0.2  wd=0.0001 test_rmse=2.6401  test_acc=16.33%  (5.21s)
[242/1000] base2  hidden=256,128                  bs=8192 lr=0.0005 do=0.05 wd=0.001  test_rmse=9.1000  test_acc=0.01%  (4.1s)
[243/1000] base2  hidden=256,128                  bs=1024 lr=0.004  do=0.0  wd=0.0001 test_rmse=0.5001  test_acc=75.39%  (3.36s)
[244/1000] wide2  hidden=512,256                  bs=8192 lr=0.004  do=0.0  wd=0.0001 test_rmse=2.1158  test_acc=0.00%  (4.27s)
[245/1000] small2 hidden=128,64                   bs=2048 lr=0.001  do=0.1  wd=0.001  test_rmse=1.7398  test_acc=27.24%  (3.31s)
[246/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.0005 do=0.2  wd=0.0001 test_rmse=4.5208  test_acc=2.05%  (5.18s)
[247/1000] wide2  hidden=512,256                  bs=1024 lr=0.004  do=0.2  wd=0.0    test_rmse=0.5079  test_acc=74.02%  (4.66s)
[248/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.003  do=0.2  wd=0.0001 test_rmse=0.5538  test_acc=72.25%  (8.05s)
[249/1000] small2 hidden=128,64                   bs=1024 lr=0.002  do=0.1  wd=0.001  test_rmse=0.7848  test_acc=69.84%  (3.15s)
[250/1000] deep3  hidden=512,256,128              bs=4096 lr=0.0005 do=0.1  wd=0.0    test_rmse=2.5720  test_acc=9.83%  (5.1s)
[251/1000] big3   hidden=1024,512,256             bs=1024 lr=0.0005 do=0.2  wd=0.001  test_rmse=1.2050  test_acc=67.57%  (7.63s)
[252/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.004  do=0.1  wd=0.001  test_rmse=0.6780  test_acc=72.20%  (5.09s)
[253/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.001  do=0.1  wd=0.001  test_rmse=1.3229  test_acc=61.83%  (7.13s)
[254/1000] deep4  hidden=512,256,128,64           bs=1024 lr=0.001  do=0.1  wd=0.0    test_rmse=0.8606  test_acc=71.88%  (5.49s)
[255/1000] deep3  hidden=512,256,128              bs=2048 lr=0.0005 do=0.2  wd=0.001  test_rmse=1.3158  test_acc=58.77%  (4.9s)
[256/1000] wide2  hidden=512,256                  bs=8192 lr=0.004  do=0.05 wd=0.001  test_rmse=2.1504  test_acc=0.00%  (4.68s)
[257/1000] deep3  hidden=512,256,128              bs=2048 lr=0.0005 do=0.05 wd=0.001  test_rmse=1.6285  test_acc=52.81%  (4.76s)
[258/1000] wide2  hidden=512,256                  bs=8192 lr=0.0005 do=0.1  wd=0.0001 test_rmse=3.6077  test_acc=0.34%  (4.81s)
[259/1000] deep3  hidden=512,256,128              bs=2048 lr=0.0005 do=0.0  wd=0.001  test_rmse=1.6264  test_acc=53.58%  (4.18s)
[260/1000] deep3  hidden=512,256,128              bs=2048 lr=0.001  do=0.0  wd=0.001  test_rmse=1.4003  test_acc=44.00%  (4.11s)
[261/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.002  do=0.0  wd=0.0001 test_rmse=2.0016  test_acc=13.39%  (5.95s)
[262/1000] wide2  hidden=512,256                  bs=8192 lr=0.002  do=0.0  wd=0.0001 test_rmse=1.7001  test_acc=32.70%  (4.19s)
[263/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.002  do=0.05 wd=0.0001 test_rmse=1.0327  test_acc=69.20%  (4.71s)
[264/1000] deep4  hidden=512,256,128,64           bs=1024 lr=0.001  do=0.2  wd=0.001  test_rmse=0.9218  test_acc=70.80%  (5.01s)
[265/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.001  do=0.05 wd=0.0001 test_rmse=3.0479  test_acc=8.58%  (4.97s)
[266/1000] big3   hidden=1024,512,256             bs=2048 lr=0.001  do=0.05 wd=0.0    test_rmse=1.0341  test_acc=69.33%  (6.96s)
[267/1000] big3   hidden=1024,512,256             bs=8192 lr=0.004  do=0.2  wd=0.0001 test_rmse=2.9615  test_acc=0.00%  (6.67s)
[268/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.002  do=0.0  wd=0.0    test_rmse=0.7790  test_acc=68.62%  (4.4s)
[269/1000] big3   hidden=1024,512,256             bs=2048 lr=0.0005 do=0.05 wd=0.001  test_rmse=1.3662  test_acc=56.26%  (7.09s)
[270/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.002  do=0.2  wd=0.0001 test_rmse=2.1655  test_acc=25.43%  (7.05s)
[271/1000] deep3  hidden=512,256,128              bs=2048 lr=0.002  do=0.0  wd=0.0001 test_rmse=0.8526  test_acc=68.78%  (3.99s)
[272/1000] wide2  hidden=512,256                  bs=8192 lr=0.0005 do=0.1  wd=0.0    test_rmse=3.5769  test_acc=5.78%  (4.91s)
[273/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.004  do=0.1  wd=0.0    test_rmse=1.6378  test_acc=22.07%  (5.19s)
[274/1000] deep3  hidden=512,256,128              bs=1024 lr=0.001  do=0.05 wd=0.0001 test_rmse=1.0532  test_acc=71.24%  (5.04s)
[275/1000] big3   hidden=1024,512,256             bs=2048 lr=0.003  do=0.0  wd=0.001  test_rmse=0.7931  test_acc=65.90%  (5.81s)
[276/1000] wide2  hidden=512,256                  bs=8192 lr=0.003  do=0.1  wd=0.0001 test_rmse=1.8992  test_acc=0.00%  (4.71s)
[277/1000] base2  hidden=256,128                  bs=4096 lr=0.003  do=0.05 wd=0.001  test_rmse=1.2482  test_acc=35.18%  (4.29s)
[278/1000] big3   hidden=1024,512,256             bs=2048 lr=0.004  do=0.1  wd=0.001  test_rmse=0.5834  test_acc=71.94%  (6.93s)
[279/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.004  do=0.0  wd=0.001  test_rmse=0.7202  test_acc=64.22%  (6.19s)
[280/1000] deep3  hidden=512,256,128              bs=1024 lr=0.004  do=0.2  wd=0.0    test_rmse=0.5228  test_acc=74.60%  (5.03s)
[281/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.002  do=0.05 wd=0.0001 test_rmse=1.2126  test_acc=56.48%  (7.25s)
[282/1000] wide2  hidden=512,256                  bs=8192 lr=0.001  do=0.1  wd=0.0001 test_rmse=2.5782  test_acc=0.00%  (4.97s)
[283/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.001  do=0.1  wd=0.001  test_rmse=1.7644  test_acc=36.17%  (5.52s)
[284/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.0005 do=0.05 wd=0.001  test_rmse=1.6082  test_acc=53.41%  (8.15s)
[285/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.001  do=0.1  wd=0.001  test_rmse=1.8432  test_acc=39.10%  (5.89s)
[286/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.004  do=0.1  wd=0.0001 test_rmse=1.5629  test_acc=32.55%  (7.29s)
[287/1000] big3   hidden=1024,512,256             bs=2048 lr=0.002  do=0.0  wd=0.001  test_rmse=0.7566  test_acc=67.51%  (6.81s)
[288/1000] small2 hidden=128,64                   bs=1024 lr=0.001  do=0.2  wd=0.0001 test_rmse=1.1004  test_acc=60.59%  (3.36s)
[289/1000] small2 hidden=128,64                   bs=1024 lr=0.002  do=0.2  wd=0.0    test_rmse=0.7461  test_acc=67.74%  (3.35s)
[290/1000] base2  hidden=256,128                  bs=8192 lr=0.001  do=0.2  wd=0.0001 test_rmse=4.9561  test_acc=0.00%  (4.62s)
[291/1000] small2 hidden=128,64                   bs=8192 lr=0.0005 do=0.0  wd=0.0    test_rmse=11.3198  test_acc=0.00%  (4.04s)
[292/1000] big3   hidden=1024,512,256             bs=4096 lr=0.0005 do=0.1  wd=0.0    test_rmse=1.7808  test_acc=19.05%  (7.76s)
[293/1000] wide2  hidden=512,256                  bs=8192 lr=0.003  do=0.05 wd=0.001  test_rmse=2.8955  test_acc=0.00%  (5.55s)
[294/1000] big3   hidden=1024,512,256             bs=1024 lr=0.003  do=0.05 wd=0.001  test_rmse=0.5091  test_acc=74.14%  (7.01s)
[295/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.001  do=0.1  wd=0.0    test_rmse=2.0064  test_acc=0.00%  (7.99s)
[296/1000] base2  hidden=256,128                  bs=4096 lr=0.001  do=0.0  wd=0.0001 test_rmse=2.6290  test_acc=8.49%  (3.82s)
[297/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.001  do=0.1  wd=0.001  test_rmse=2.5114  test_acc=0.00%  (7.06s)
[298/1000] big3   hidden=1024,512,256             bs=4096 lr=0.002  do=0.1  wd=0.001  test_rmse=1.3364  test_acc=43.24%  (6.93s)
[299/1000] wide2  hidden=512,256                  bs=8192 lr=0.004  do=0.05 wd=0.0    test_rmse=2.1505  test_acc=0.00%  (4.79s)
[300/1000] deep3  hidden=512,256,128              bs=1024 lr=0.002  do=0.1  wd=0.001  test_rmse=0.6329  test_acc=75.20%  (5.0s)
[301/1000] deep3  hidden=512,256,128              bs=1024 lr=0.003  do=0.0  wd=0.0001 test_rmse=0.5437  test_acc=75.13%  (4.31s)
[302/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.0005 do=0.1  wd=0.0001 test_rmse=3.6887  test_acc=2.97%  (5.11s)
[303/1000] base2  hidden=256,128                  bs=1024 lr=0.0005 do=0.2  wd=0.001  test_rmse=1.2681  test_acc=58.50%  (3.44s)
[304/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.003  do=0.0  wd=0.0    test_rmse=2.4746  test_acc=15.40%  (4.62s)
[305/1000] wide2  hidden=512,256                  bs=2048 lr=0.0005 do=0.2  wd=0.001  test_rmse=1.6716  test_acc=56.56%  (4.39s)
[306/1000] base2  hidden=256,128                  bs=4096 lr=0.004  do=0.1  wd=0.0001 test_rmse=1.4371  test_acc=0.00%  (4.07s)
[307/1000] deep3  hidden=512,256,128              bs=2048 lr=0.002  do=0.0  wd=0.0001 test_rmse=0.9749  test_acc=67.93%  (4.2s)
[308/1000] base2  hidden=256,128                  bs=1024 lr=0.0005 do=0.2  wd=0.001  test_rmse=1.1302  test_acc=62.12%  (3.71s)
[309/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.002  do=0.1  wd=0.0001 test_rmse=0.9123  test_acc=63.79%  (7.29s)
[310/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.003  do=0.1  wd=0.0    test_rmse=1.4082  test_acc=44.78%  (7.47s)
[311/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.002  do=0.1  wd=0.0001 test_rmse=0.5438  test_acc=74.77%  (8.19s)
[312/1000] small2 hidden=128,64                   bs=1024 lr=0.003  do=0.2  wd=0.001  test_rmse=0.6974  test_acc=71.80%  (3.41s)
[313/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.0005 do=0.05 wd=0.0001 test_rmse=3.1105  test_acc=7.45%  (5.36s)
[314/1000] wide2  hidden=512,256                  bs=4096 lr=0.004  do=0.05 wd=0.001  test_rmse=1.0414  test_acc=36.68%  (4.98s)
[315/1000] deep3  hidden=512,256,128              bs=4096 lr=0.003  do=0.05 wd=0.001  test_rmse=1.1218  test_acc=46.92%  (5.15s)
[316/1000] deep4  hidden=512,256,128,64           bs=1024 lr=0.001  do=0.0  wd=0.001  test_rmse=1.0306  test_acc=70.23%  (5.08s)
[317/1000] deep4  hidden=512,256,128,64           bs=1024 lr=0.004  do=0.1  wd=0.001  test_rmse=0.5180  test_acc=74.35%  (5.34s)
[318/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.0005 do=0.05 wd=0.0001 test_rmse=3.8237  test_acc=3.15%  (5.25s)
[319/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.0005 do=0.0  wd=0.0    test_rmse=4.0493  test_acc=3.27%  (4.58s)
[320/1000] deep3  hidden=512,256,128              bs=4096 lr=0.002  do=0.1  wd=0.001  test_rmse=1.1772  test_acc=53.60%  (5.09s)
[321/1000] wide2  hidden=512,256                  bs=1024 lr=0.0005 do=0.2  wd=0.001  test_rmse=1.0881  test_acc=68.36%  (4.6s)
[322/1000] deep3  hidden=512,256,128              bs=1024 lr=0.0005 do=0.0  wd=0.0001 test_rmse=1.3109  test_acc=66.45%  (4.25s)
[323/1000] small2 hidden=128,64                   bs=4096 lr=0.004  do=0.05 wd=0.001  test_rmse=1.5373  test_acc=41.96%  (3.71s)
[324/1000] base2  hidden=256,128                  bs=8192 lr=0.003  do=0.1  wd=0.0001 test_rmse=2.1877  test_acc=16.06%  (4.11s)
[325/1000] wide2  hidden=512,256                  bs=4096 lr=0.002  do=0.0  wd=0.0001 test_rmse=1.2205  test_acc=34.38%  (4.37s)
[326/1000] base2  hidden=256,128                  bs=1024 lr=0.004  do=0.2  wd=0.001  test_rmse=0.5433  test_acc=74.62%  (3.49s)
[327/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.004  do=0.2  wd=0.001  test_rmse=1.0124  test_acc=52.91%  (5.27s)
[328/1000] small2 hidden=128,64                   bs=8192 lr=0.0005 do=0.1  wd=0.001  test_rmse=11.3043  test_acc=0.00%  (3.77s)
[329/1000] small2 hidden=128,64                   bs=8192 lr=0.003  do=0.2  wd=0.0    test_rmse=3.1933  test_acc=5.05%  (3.85s)
[330/1000] wide2  hidden=512,256                  bs=2048 lr=0.001  do=0.05 wd=0.0001 test_rmse=1.0666  test_acc=65.38%  (4.48s)
[331/1000] big3   hidden=1024,512,256             bs=1024 lr=0.001  do=0.2  wd=0.001  test_rmse=0.7657  test_acc=73.29%  (7.32s)
[332/1000] wide2  hidden=512,256                  bs=1024 lr=0.002  do=0.05 wd=0.0    test_rmse=0.6745  test_acc=73.94%  (4.51s)
[333/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.003  do=0.0  wd=0.001  test_rmse=0.7088  test_acc=70.95%  (6.03s)
[334/1000] deep3  hidden=512,256,128              bs=8192 lr=0.001  do=0.05 wd=0.0001 test_rmse=2.2152  test_acc=28.80%  (4.92s)
[335/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.001  do=0.1  wd=0.001  test_rmse=1.0173  test_acc=69.46%  (7.11s)
[336/1000] base2  hidden=256,128                  bs=1024 lr=0.003  do=0.1  wd=0.001  test_rmse=0.6576  test_acc=73.34%  (3.48s)
[337/1000] big3   hidden=1024,512,256             bs=8192 lr=0.003  do=0.1  wd=0.0    test_rmse=2.0580  test_acc=35.11%  (6.54s)
[338/1000] big3   hidden=1024,512,256             bs=1024 lr=0.004  do=0.05 wd=0.0    test_rmse=0.4670  test_acc=76.17%  (7.1s)
[339/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.001  do=0.1  wd=0.001  test_rmse=3.3762  test_acc=5.75%  (5.0s)
[340/1000] small2 hidden=128,64                   bs=2048 lr=0.003  do=0.05 wd=0.0    test_rmse=0.8904  test_acc=63.44%  (3.24s)
[341/1000] small2 hidden=128,64                   bs=8192 lr=0.0005 do=0.0  wd=0.0001 test_rmse=11.3198  test_acc=0.00%  (3.6s)
[342/1000] big3   hidden=1024,512,256             bs=8192 lr=0.0005 do=0.1  wd=0.0    test_rmse=2.6579  test_acc=11.21%  (6.64s)
[343/1000] deep3  hidden=512,256,128              bs=2048 lr=0.004  do=0.2  wd=0.001  test_rmse=0.7567  test_acc=71.36%  (4.68s)
[344/1000] deep3  hidden=512,256,128              bs=1024 lr=0.002  do=0.1  wd=0.0    test_rmse=0.7097  test_acc=73.74%  (4.97s)
[345/1000] deep3  hidden=512,256,128              bs=8192 lr=0.0005 do=0.2  wd=0.001  test_rmse=4.2793  test_acc=0.00%  (4.88s)
[346/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.0005 do=0.1  wd=0.0    test_rmse=1.0372  test_acc=71.76%  (7.57s)
[347/1000] deep3  hidden=512,256,128              bs=2048 lr=0.003  do=0.2  wd=0.001  test_rmse=1.0207  test_acc=71.15%  (4.64s)
[348/1000] small2 hidden=128,64                   bs=1024 lr=0.003  do=0.0  wd=0.0    test_rmse=0.6168  test_acc=72.41%  (3.15s)
[349/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.003  do=0.0  wd=0.0    test_rmse=0.5175  test_acc=75.21%  (6.61s)
[350/1000] deep3  hidden=512,256,128              bs=1024 lr=0.001  do=0.05 wd=0.0    test_rmse=0.8848  test_acc=71.75%  (4.97s)
[351/1000] big3   hidden=1024,512,256             bs=8192 lr=0.004  do=0.1  wd=0.0001 test_rmse=1.4682  test_acc=46.35%  (6.83s)
[352/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.002  do=0.0  wd=0.0    test_rmse=0.7398  test_acc=73.15%  (6.09s)
[353/1000] small2 hidden=128,64                   bs=8192 lr=0.002  do=0.05 wd=0.0    test_rmse=4.4811  test_acc=0.00%  (3.71s)
[354/1000] small2 hidden=128,64                   bs=8192 lr=0.001  do=0.0  wd=0.0001 test_rmse=7.3760  test_acc=0.08%  (3.65s)
[355/1000] small2 hidden=128,64                   bs=4096 lr=0.004  do=0.0  wd=0.0    test_rmse=1.5432  test_acc=41.54%  (3.47s)
[356/1000] wide2  hidden=512,256                  bs=2048 lr=0.001  do=0.0  wd=0.001  test_rmse=1.3854  test_acc=64.89%  (3.86s)
[357/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.003  do=0.1  wd=0.0    test_rmse=1.2114  test_acc=35.40%  (5.07s)
[358/1000] base2  hidden=256,128                  bs=2048 lr=0.0005 do=0.05 wd=0.0    test_rmse=1.9259  test_acc=15.43%  (3.59s)
[359/1000] deep3  hidden=512,256,128              bs=8192 lr=0.0005 do=0.2  wd=0.0001 test_rmse=3.9028  test_acc=3.91%  (4.86s)
[360/1000] big3   hidden=1024,512,256             bs=1024 lr=0.003  do=0.1  wd=0.001  test_rmse=0.5149  test_acc=73.83%  (7.23s)
[361/1000] base2  hidden=256,128                  bs=2048 lr=0.001  do=0.2  wd=0.0    test_rmse=1.2789  test_acc=54.16%  (3.54s)
[362/1000] base2  hidden=256,128                  bs=4096 lr=0.003  do=0.05 wd=0.0001 test_rmse=1.3827  test_acc=40.84%  (3.97s)
[363/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.0005 do=0.1  wd=0.0001 test_rmse=1.1298  test_acc=69.30%  (7.53s)
[364/1000] deep3  hidden=512,256,128              bs=8192 lr=0.001  do=0.0  wd=0.001  test_rmse=2.1837  test_acc=29.16%  (4.37s)
[365/1000] deep3  hidden=512,256,128              bs=1024 lr=0.003  do=0.2  wd=0.0001 test_rmse=0.5532  test_acc=74.47%  (5.11s)
[366/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.004  do=0.0  wd=0.0    test_rmse=1.6132  test_acc=22.68%  (5.79s)
[367/1000] base2  hidden=256,128                  bs=1024 lr=0.0005 do=0.2  wd=0.0    test_rmse=1.1302  test_acc=62.12%  (3.67s)
[368/1000] small2 hidden=128,64                   bs=1024 lr=0.0005 do=0.2  wd=0.0001 test_rmse=1.6437  test_acc=36.72%  (3.26s)
[369/1000] wide2  hidden=512,256                  bs=8192 lr=0.002  do=0.05 wd=0.0    test_rmse=2.4575  test_acc=14.72%  (4.59s)
[370/1000] big3   hidden=1024,512,256             bs=2048 lr=0.0005 do=0.05 wd=0.0    test_rmse=1.3662  test_acc=56.25%  (6.94s)
[371/1000] base2  hidden=256,128                  bs=4096 lr=0.0005 do=0.05 wd=0.0001 test_rmse=3.5376  test_acc=1.52%  (3.98s)
[372/1000] wide2  hidden=512,256                  bs=4096 lr=0.004  do=0.05 wd=0.001  test_rmse=1.2582  test_acc=43.37%  (4.78s)
